%% LaTeX2e file `gaussamp2.dat'
%% generated by the `filecontents' environment
%% from source `thesis' on 2017/01/08.
%%
-4, 0.2492,0.15792, 0.09039,0.03688,0.00949, 0.0
-3, 0.24862, 0.19771, 0.13755,0.08068,0.02966, 0.0
-2, 0.2514, 0.23879,  0.21133,0.16223,0.09132, 0.0
-1, 0.25012, 0.29307,0.32105,0.31975,0.27052, 0.0
0,  0.2504,0.3577,0.48748,0.64152,0.80941, 1.0
1, 0.24815,0.29384,0.32165,0.32011,0.27019, 0.0
2, 0.24833,0.24276,0.20698, 0.16016,0.08803, 0.0
3, 0.25112, 0.1968,0.13733, 0.07576,0.03225, 0.0
4, 0.2492,0.15792,0.09039, 0.03688,0.00949, 0.0
