%% LaTeX2e file `skresults.dat'
%% generated by the `filecontents' environment
%% from source `demo' on 2016/11/24.
%%
0.06941,0.04389,0.04951,0.02823,0.01008,0.00165,0.00156
28,146,728,3622,17838,89130,444646
